Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
LRPPRC	ENSG00000138095.18	47.325	20.69	1.156	2.21E-59
TNFRSF9	ENSG00000049249.8	1.385	0.07	1.156	9.15E-56
RP11-706O15.1	ENSG00000205664.10	19.08	8.01	1.156	1.38E-46
API5	ENSG00000166181.12	43.995	19.191	1.156	6.01E-44
SLC25A40	ENSG00000075303.12	11.75	4.72	1.156	6.61E-44
GRWD1	ENSG00000105447.12	19.505	8.2	1.156	4.89E-42
NCOR1	ENSG00000141027.20	74.166	32.739	1.156	3.98E-39
RP11-452G18.2	ENSG00000197149.5	5.485	1.91	1.156	4.24E-15
BTNL8	ENSG00000113303.11	4.795	1.6	1.156	6.91E-05
RAB22A	ENSG00000124209.3	9.67	3.79	1.155	4.30E-59
CCT4	ENSG00000115484.14	97.234	43.119	1.155	3.38E-52
PRR5	ENSG00000186654.20	17.195	7.17	1.155	3.59E-45
ANKRD12	ENSG00000101745.15	14.525	5.97	1.155	2.66E-34
RP11-49I11.1	ENSG00000260552.1	4.21	1.34	1.155	7.10E-27
NETO2	ENSG00000171208.9	3.52	1.03	1.155	7.32E-27
MAP2K6	ENSG00000108984.13	5.415	1.88	1.155	1.11E-25
TCF4	ENSG00000196628.13	13.055	5.31	1.155	1.52E-19
GBP1	ENSG00000117228.9	26.555	11.37	1.155	5.20E-19
CTBS	ENSG00000117151.12	14.935	6.16	1.154	3.25E-53
BZW2	ENSG00000136261.14	68.526	30.239	1.154	8.29E-41
BLACAT1	ENSG00000281406.1	1.315	0.04	1.154	8.08E-40
RLIM	ENSG00000131263.12	9.885	3.89	1.154	2.82E-39
CTNNB1	ENSG00000168036.16	117.12	52.07	1.154	2.62E-28
ARAP1-AS1	ENSG00000256007.1	1.225	0	1.154	5.99E-13
PTPRCAP	ENSG00000213402.2	10.415	4.13	1.154	1.83E-11
GAR1	ENSG00000109534.16	20.554	8.69	1.153	3.41E-61
ZNF724P	ENSG00000196081.9	1.38	0.07	1.153	3.39E-47
STK3	ENSG00000104375.15	12.655	5.14	1.153	2.85E-40
REPIN1	ENSG00000214022.11	96.331	42.759	1.153	9.06E-39
ORC4	ENSG00000115947.13	19.865	8.38	1.153	2.32E-38
NPL	ENSG00000135838.13	8.315	3.19	1.153	2.70E-38
CCT2	ENSG00000166226.12	85.6	37.94	1.153	2.19E-32
TLK1	ENSG00000198586.13	18.925	7.96	1.153	7.68E-29
TAP2	ENSG00000204267.13	25.64	10.98	1.153	4.65E-28
CMTM1	ENSG00000089505.17	2.2	0.44	1.152	6.04E-76
ARL6IP6	ENSG00000177917.10	14.755	6.09	1.152	3.47E-55
STAMBP	ENSG00000124356.15	34.859	15.14	1.152	2.32E-50
TMEM170A	ENSG00000166822.12	9.865	3.89	1.152	1.48E-49
KIF3B	ENSG00000101350.7	17.845	7.48	1.152	1.20E-46
LIG1	ENSG00000105486.13	17.95	7.53	1.152	1.04E-40
AGFG1	ENSG00000173744.17	43.674	19.1	1.152	7.11E-40
CDK2AP1	ENSG00000111328.6	110.258	49.08	1.152	1.34E-39
ZNF592	ENSG00000166716.9	13.715	5.62	1.152	3.11E-33
ROBO1	ENSG00000169855.19	7.105	2.65	1.151	2.20E-15
LAMC1	ENSG00000135862.5	43.73	19.149	1.151	8.41E-07
UBAP2	ENSG00000137073.20	23.125	9.87	1.15	9.72E-71
TGFBR1	ENSG00000106799.12	15.025	6.22	1.15	5.06E-12
FGFR2	ENSG00000066468.20	12.865	5.25	1.15	1.62E-10
RAPGEFL1	ENSG00000108352.11	18.84	7.94	1.15	1.95E-10
FOXD2	ENSG00000186564.5	1.44	0.1	1.149	2.02E-55
TMED7-TICAM2	ENSG00000251201.8	2.305	0.49	1.149	5.34E-44
BBC3	ENSG00000105327.15	9.845	3.89	1.149	1.18E-34
NSRP1	ENSG00000126653.15	28.424	12.27	1.149	2.04E-33
DIEXF	ENSG00000117597.17	5.045	1.73	1.147	1.04E-81
RRP1B	ENSG00000160208.12	12.69	5.18	1.147	1.64E-60
LMBRD2	ENSG00000164187.6	6.575	2.42	1.147	5.06E-56
PPP3CA	ENSG00000138814.16	17.025	7.14	1.147	4.32E-49
TMEM179B	ENSG00000185475.8	88.364	39.349	1.147	2.15E-48
XPO4	ENSG00000132953.16	6.465	2.37	1.147	6.70E-45
KMT2E	ENSG00000005483.19	28.699	12.41	1.147	1.25E-33
HMGN2P5	ENSG00000234664.1	62.374	27.63	1.146	8.31E-43
RREB1	ENSG00000124782.19	15.31	6.37	1.146	5.34E-42
FARP2	ENSG00000006607.13	25.95	11.18	1.146	2.09E-40
ASAH1	ENSG00000104763.17	82.905	36.911	1.146	1.90E-38
MRPL48	ENSG00000175581.13	38.26	16.74	1.146	4.13E-37
IL12RB1	ENSG00000096996.15	2.475	0.57	1.146	1.82E-35
YEATS2	ENSG00000163872.15	10.77	4.32	1.146	1.71E-34
RP11-295G20.2	ENSG00000233461.5	14.185	5.86	1.146	4.96E-32
NLRC5	ENSG00000140853.15	21.51	9.17	1.146	7.78E-30
CTSH	ENSG00000103811.15	204.555	91.893	1.146	2.12E-27
RBMX2	ENSG00000134597.13	24.56	10.56	1.145	6.54E-71
RP11-428J1.5	ENSG00000272142.1	2.65	0.65	1.145	2.12E-36
TIMM23	ENSG00000265354.3	47.589	20.99	1.144	4.79E-65
FBXL20	ENSG00000108306.11	5.985	2.16	1.144	7.61E-47
MAD1L1	ENSG00000002822.15	19.291	8.18	1.144	1.25E-45
PRRX2	ENSG00000167157.10	4.48	1.48	1.144	1.32E-20
ACTN1	ENSG00000072110.13	119.8	53.66	1.144	2.86E-05
ADAT1	ENSG00000065457.10	21.86	9.35	1.143	5.61E-66
APAF1	ENSG00000120868.13	7.92	3.04	1.143	3.89E-58
KIAA0930	ENSG00000100364.18	30.129	13.1	1.143	1.21E-40
HNRNPA1P7	ENSG00000215492.6	6.375	2.34	1.143	5.67E-37
MGST2	ENSG00000085871.8	76.505	34.09	1.143	1.46E-29
DGAT1	ENSG00000185000.9	78.669	35.08	1.143	6.82E-17
NCF1	ENSG00000158517.13	7.04	2.64	1.143	2.25E-16
RHOV	ENSG00000104140.6	2.18	0.44	1.143	2.62E-12
TRAF3IP1	ENSG00000204104.11	10.245	4.1	1.141	7.89E-43
QSER1	ENSG00000060749.14	7.36	2.79	1.141	1.25E-41
ACLY	ENSG00000131473.16	42.324	18.64	1.141	7.10E-37
PDE4B	ENSG00000184588.17	6.255	2.29	1.141	5.09E-17
OSCAR	ENSG00000170909.13	2.415	0.55	1.14	7.43E-35
ADGRG6	ENSG00000112414.14	9.315	3.68	1.14	2.16E-09
INIP	ENSG00000148153.13	10.96	4.43	1.139	9.72E-64
COPA	ENSG00000122218.14	68.704	30.651	1.139	8.28E-52
VRK2	ENSG00000028116.16	12.9	5.31	1.139	1.35E-50
GDPGP1	ENSG00000183208.12	4.88	1.67	1.139	1.74E-47
YBX1P1	ENSG00000224861.1	4.55	1.52	1.139	6.57E-44
TAOK1	ENSG00000160551.9	9.855	3.93	1.139	1.15E-32
CPT1A	ENSG00000110090.12	36.011	15.81	1.139	2.88E-27
CENPP	ENSG00000188312.13	3.665	1.12	1.138	3.27E-69
YARS2	ENSG00000139131.12	14.82	6.19	1.138	1.72E-57
HNRNPR	ENSG00000125944.18	67.16	29.97	1.138	3.28E-50
PREP	ENSG00000085377.13	27.05	11.75	1.138	5.93E-46
TRIM24	ENSG00000122779.16	14.4	6	1.138	1.17E-42
CASP3	ENSG00000164305.17	21.585	9.26	1.138	3.21E-36
LMTK2	ENSG00000164715.5	9.98	3.99	1.138	1.42E-31
CPNE2	ENSG00000140848.16	19.795	8.45	1.138	7.71E-27
RNF128	ENSG00000133135.13	24.194	10.45	1.138	2.49E-20
COPZ1	ENSG00000111481.9	120.767	54.371	1.137	1.48E-52
XRCC4	ENSG00000152422.15	6.41	2.37	1.137	4.29E-49
LZIC	ENSG00000162441.11	18.15	7.71	1.137	4.30E-43
CDC42	ENSG00000070831.15	165.805	74.91	1.136	3.36E-46
GTF3C4	ENSG00000125484.11	6.21	2.28	1.136	4.25E-45
DNAJC10	ENSG00000077232.16	40.88	18.06	1.136	1.40E-44
LINC00649	ENSG00000237945.7	3.77	1.17	1.136	6.93E-34
CHEK2	ENSG00000183765.20	8.53	3.34	1.135	2.86E-38
PHIP	ENSG00000146247.13	10.86	4.4	1.135	1.08E-37
CYCS	ENSG00000172115.8	118.298	53.319	1.135	4.40E-37
CEP250	ENSG00000126001.15	16.305	6.88	1.135	8.97E-32
PSRC1	ENSG00000134222.16	5.59	2	1.135	7.45E-24
METTL2B	ENSG00000165055.15	13.175	5.46	1.134	5.50E-63
ZC3H4	ENSG00000130749.9	16.8	7.11	1.134	9.86E-60
NPRL3	ENSG00000103148.15	29.695	12.99	1.134	3.05E-59
SMG7	ENSG00000116698.20	29.895	13.08	1.134	5.62E-49
CD300LF	ENSG00000186074.18	1.875	0.31	1.134	6.80E-44
HYOU1	ENSG00000149428.18	68.372	30.61	1.134	5.02E-41
PLD4	ENSG00000166428.12	1.985	0.36	1.134	3.39E-28
FKBP7	ENSG00000079150.17	8.59	3.37	1.134	6.22E-17
PXMP4	ENSG00000101417.11	9.35	3.72	1.133	1.90E-44
BACH1	ENSG00000156273.15	11	4.47	1.133	4.03E-28
ALDH3B1	ENSG00000006534.15	17.495	7.43	1.133	2.53E-22
BNIP3L	ENSG00000104765.14	35.504	15.65	1.133	3.89E-21
RP11-298J20.4	ENSG00000249456.1	4.77	1.63	1.133	1.68E-20
RFC2	ENSG00000049541.10	21.47	9.25	1.132	1.87E-50
MAN1A2	ENSG00000198162.12	11.825	4.85	1.132	5.67E-45
TMEM106A	ENSG00000184988.8	4.985	1.73	1.132	5.60E-37
FZD5	ENSG00000163251.3	14.675	6.15	1.132	2.51E-22
RP11-500M8.7	ENSG00000272921.1	7.48	2.87	1.132	5.16E-20
SPSB1	ENSG00000171621.13	18.285	7.8	1.132	4.22E-19
LATS2	ENSG00000150457.8	8.405	3.29	1.132	9.89E-15
EPRS	ENSG00000136628.17	43.56	19.35	1.131	1.60E-56
ATAD5	ENSG00000176208.8	2.11	0.42	1.131	2.65E-55
AC009299.3	ENSG00000227403.1	1.65	0.21	1.131	5.11E-30
RN7SL368P	ENSG00000239948.2	1.19	0	1.131	3.42E-26
ETV1	ENSG00000006468.13	3.6	1.1	1.131	2.72E-14
SFR1	ENSG00000156384.14	6.725	2.53	1.13	1.24E-60
SNX20	ENSG00000167208.14	2.72	0.7	1.13	4.45E-34
PML	ENSG00000140464.19	51.834	23.14	1.13	1.40E-31
BMI1	ENSG00000168283.13	29.255	12.82	1.13	1.91E-30
RP11-73M18.2	ENSG00000256500.5	2.305	0.51	1.13	3.19E-15
DEGS2	ENSG00000168350.7	31.224	13.72	1.13	1.24E-12
C1orf21	ENSG00000116667.12	25.11	10.93	1.13	1.06E-03
MFSD12	ENSG00000161091.12	50.926	22.74	1.129	4.28E-54
LIMA1	ENSG00000050405.13	60.795	27.261	1.129	4.69E-24
CRLF3	ENSG00000176390.11	8.155	3.19	1.128	1.69E-64
USB1	ENSG00000103005.11	33.445	14.76	1.128	1.02E-43
POM121C	ENSG00000272391.5	27.37	11.98	1.128	2.25E-30
PODXL2	ENSG00000114631.10	18.533	7.94	1.128	1.46E-14
GOLPH3L	ENSG00000143457.10	24.62	10.73	1.127	7.89E-44
TRIM37	ENSG00000108395.13	9.55	3.83	1.127	2.43E-37
ZHX1	ENSG00000165156.14	15.99	6.78	1.127	4.86E-31
ETS1	ENSG00000134954.14	26.68	11.67	1.127	2.81E-29
COA6	ENSG00000168275.14	37.864	16.81	1.126	1.59E-52
SUZ12	ENSG00000178691.10	14.39	6.05	1.126	1.98E-51
ADAM17	ENSG00000151694.12	7.6	2.94	1.126	4.13E-44
LRFN3	ENSG00000126243.8	15.19	6.42	1.126	5.31E-29
ITPR3	ENSG00000096433.10	37.116	16.46	1.126	2.68E-24
RARA	ENSG00000131759.17	29.316	12.89	1.126	4.71E-24
BOLA2	ENSG00000183336.7	11.05	4.52	1.126	1.41E-20
TMED7	ENSG00000134970.13	37.835	16.81	1.125	4.57E-36
TM9SF4	ENSG00000101337.15	40.005	17.82	1.124	1.20E-56
MRPL19	ENSG00000115364.13	20.53	8.88	1.124	3.77E-48
MCTS2P	ENSG00000101898.5	3.555	1.09	1.124	1.14E-41
FUCA1	ENSG00000179163.11	37.404	16.62	1.124	7.98E-33
RECQL	ENSG00000004700.15	12.32	5.11	1.124	3.70E-25
SYT8	ENSG00000149043.16	3.905	1.25	1.124	1.50E-16
BCL7A	ENSG00000110987.8	6.755	2.56	1.123	1.01E-52
SYAP1	ENSG00000169895.5	17.86	7.66	1.123	1.49E-52
C11orf24	ENSG00000171067.10	38.519	17.15	1.123	1.37E-40
GNB1	ENSG00000078369.17	142.581	64.942	1.123	1.44E-37
LPIN2	ENSG00000101577.9	21.78	9.46	1.123	1.16E-23
PLS3	ENSG00000102024.17	46.024	20.589	1.123	1.43E-17
CRIM1	ENSG00000150938.9	19.04	8.2	1.123	3.25E-14
PIK3R2	ENSG00000105647.14	30.74	13.58	1.122	2.54E-46
PHACTR4	ENSG00000204138.12	20.915	9.07	1.122	2.20E-43
H3F3A	ENSG00000163041.9	502.924	230.639	1.121	5.61E-48
KAT6A	ENSG00000083168.9	12.05	5	1.121	2.29E-40
PRKDC	ENSG00000253729.7	39.99	17.85	1.121	9.73E-32
EDAR	ENSG00000135960.9	1.24	0.03	1.121	3.25E-25
SLC35A3	ENSG00000117620.12	16.92	7.24	1.121	4.87E-25
PNP	ENSG00000198805.11	68.41	30.92	1.121	1.55E-20
PAX8	ENSG00000125618.16	5.35	1.92	1.121	6.85E-16
ATG5	ENSG00000057663.12	19.935	8.63	1.12	8.28E-41
CD84	ENSG00000066294.14	2.935	0.81	1.12	1.29E-29
WDR36	ENSG00000134987.11	8.71	3.47	1.119	5.55E-52
ELK4	ENSG00000158711.13	12.81	5.36	1.119	1.24E-50
NFYA	ENSG00000001167.14	13.81	5.82	1.119	5.33E-47
NAPSB	ENSG00000131401.11	3.605	1.12	1.119	3.86E-21
MSN	ENSG00000147065.16	85.33	38.759	1.119	9.95E-15
AC007283.5	ENSG00000234431.2	1.39	0.1	1.119	1.12E-10
GPI	ENSG00000105220.14	193.695	88.72	1.118	5.07E-37
KLHL5	ENSG00000109790.16	12.57	5.25	1.118	2.78E-10
YME1L1	ENSG00000136758.18	45.251	20.32	1.117	1.45E-42
FRAT2	ENSG00000181274.6	13.485	5.68	1.117	2.13E-38
YES1	ENSG00000176105.13	19.24	8.33	1.117	2.06E-35
TMEM97	ENSG00000109084.13	48.605	21.869	1.117	2.09E-29
ADGRG1	ENSG00000205336.11	69.125	31.321	1.117	2.20E-26
RNGTT	ENSG00000111880.15	5.805	2.14	1.116	3.88E-42
DIS3	ENSG00000083520.14	14.54	6.17	1.116	3.80E-41
SCAMP2	ENSG00000140497.16	94.28	42.949	1.116	1.76E-32
AP1M2	ENSG00000129354.11	69.271	31.421	1.116	8.02E-31
SLC31A1	ENSG00000136868.10	17.505	7.54	1.116	2.31E-28
CNTNAP2	ENSG00000174469.17	1.45	0.13	1.116	2.54E-20
BCL11A	ENSG00000119866.20	6.195	2.32	1.116	2.20E-04
HNRNPUL1	ENSG00000105323.16	114.304	52.222	1.115	9.70E-43
RPL26P19	ENSG00000226221.1	8.465	3.37	1.115	1.52E-30
AC004453.8	ENSG00000146677.7	7.88	3.1	1.115	2.48E-28
ROCK2	ENSG00000134318.13	12.905	5.42	1.115	2.46E-26
CHCHD10	ENSG00000250479.8	241.385	110.898	1.115	1.65E-21
SNRPD3	ENSG00000100028.11	94.841	43.281	1.114	4.80E-55
FBXL14	ENSG00000171823.6	11.665	4.85	1.114	3.62E-35
TAGAP	ENSG00000164691.16	3.135	0.91	1.114	4.14E-19
UPP1	ENSG00000183696.13	16.47	7.07	1.114	1.35E-15
LAMP2	ENSG00000005893.15	70.773	32.19	1.113	8.16E-39
ICOSLG	ENSG00000277117.4	3.91	1.27	1.113	1.76E-27
PSMD8	ENSG00000099341.11	167.741	77.058	1.112	1.16E-36
MGAT5	ENSG00000152127.8	16.87	7.27	1.112	2.26E-31
LOXL1	ENSG00000129038.15	23.1	10.15	1.112	1.04E-16
RAB23	ENSG00000112210.11	7.775	3.06	1.112	6.85E-07
VAMP7	ENSG00000124333.14	21.935	9.62	1.111	2.53E-48
DYNC1I2	ENSG00000077380.15	73.01	33.27	1.111	2.06E-42
WHSC1	ENSG00000109685.17	20.86	9.12	1.111	3.84E-40
SLC19A1	ENSG00000173638.18	10.97	4.54	1.111	1.73E-28
C3orf58	ENSG00000181744.8	8.59	3.44	1.111	3.29E-26
PROCR	ENSG00000101000.4	21.718	9.52	1.111	3.88E-14
PCK1	ENSG00000124253.10	1.895	0.34	1.111	6.94E-06
SUV39H1	ENSG00000101945.16	6.47	2.46	1.11	8.87E-58
C2orf15	ENSG00000273045.5	3.275	0.98	1.11	2.43E-50
PLXNA1	ENSG00000114554.11	13.005	5.49	1.11	1.20E-36
ZNF260	ENSG00000254004.6	5.15	1.85	1.11	2.28E-35
ZBTB9	ENSG00000213588.5	5.04	1.8	1.109	1.82E-70
AQR	ENSG00000021776.10	20.44	8.94	1.109	6.61E-70
CNOT2	ENSG00000111596.11	39.626	17.84	1.109	1.68E-60
EDEM2	ENSG00000088298.12	21.935	9.63	1.109	6.44E-55
NCOA4	ENSG00000266412.5	78.686	35.951	1.109	7.38E-31
LPAR5	ENSG00000184574.9	8.47	3.39	1.109	1.11E-24
TFAM	ENSG00000108064.10	15.855	6.82	1.108	4.71E-54
NSL1	ENSG00000117697.14	14.365	6.13	1.108	2.11E-47
RIF1	ENSG00000080345.17	7.77	3.07	1.108	1.86E-46
SNX5	ENSG00000089006.16	80.786	36.941	1.108	5.25E-43
SEMA5A	ENSG00000112902.11	2.34	0.55	1.108	3.03E-32
MTAP	ENSG00000099810.18	14.345	6.12	1.108	8.96E-24
ELAVL1	ENSG00000066044.13	42.41	19.149	1.107	8.66E-57
AVL9	ENSG00000105778.17	14.225	6.07	1.107	7.64E-53
GALC	ENSG00000054983.16	16.834	7.28	1.107	8.17E-24
HIVEP2	ENSG00000010818.8	6.43	2.45	1.107	3.96E-23
ANXA9	ENSG00000143412.9	3.265	0.98	1.107	3.22E-22
KCTD20	ENSG00000112078.13	17.195	7.45	1.107	1.03E-17
C2orf69	ENSG00000178074.5	6.965	2.7	1.106	4.58E-68
CNNM2	ENSG00000148842.17	5.825	2.17	1.106	1.62E-62
STRIP2	ENSG00000128578.9	1.885	0.34	1.106	3.43E-43
RPLP0P2	ENSG00000243742.5	1.26	0.05	1.106	3.66E-43
PHTF2	ENSG00000006576.16	6.49	2.48	1.106	2.25E-36
IFNGR2	ENSG00000159128.14	53.299	24.22	1.106	3.49E-35
NFKB2	ENSG00000077150.17	34.735	15.6	1.106	1.56E-29
LFNG	ENSG00000106003.12	28.924	12.9	1.106	3.07E-27
CFAP97	ENSG00000164323.12	10.26	4.23	1.106	8.72E-26
ALOX5AP	ENSG00000132965.9	26.095	11.59	1.106	1.66E-19
NSF	ENSG00000073969.18	23.16	10.23	1.105	2.06E-46
PTMA	ENSG00000187514.14	1285.487	597.128	1.105	5.45E-46
SF3A2	ENSG00000104897.9	75.23	34.441	1.105	2.59E-43
LBX2-AS1	ENSG00000257702.3	9.285	3.78	1.105	4.32E-42
GIT1	ENSG00000108262.15	33.555	15.06	1.105	1.83E-36
CASP6	ENSG00000138794.9	23.395	10.34	1.105	6.20E-33
RASGEF1B	ENSG00000138670.16	7.215	2.82	1.105	1.83E-22
KHDRBS1	ENSG00000121774.17	66.316	30.319	1.104	2.91E-56
ARID4A	ENSG00000032219.18	11.08	4.62	1.104	9.01E-38
SERINC3	ENSG00000132824.13	58.246	26.57	1.104	1.61E-30
GNG12	ENSG00000172380.5	40.45	18.28	1.104	8.37E-13
TET3	ENSG00000187605.15	5.25	1.91	1.103	1.96E-46
WASL	ENSG00000106299.7	25.465	11.32	1.103	2.54E-37
GLG1	ENSG00000090863.11	51.485	23.441	1.103	1.28E-32
SLC27A4	ENSG00000167114.12	24.725	10.98	1.103	3.76E-29
PTPN11	ENSG00000179295.15	28.794	12.87	1.103	3.00E-27
SERPINB8	ENSG00000166401.13	7.68	3.04	1.103	4.18E-22
ACVR1	ENSG00000115170.13	16.02	6.93	1.102	1.53E-34
AP1S1	ENSG00000106367.13	40.704	18.43	1.102	4.37E-31
CREBBP	ENSG00000005339.12	24.219	10.75	1.102	2.81E-29
AC079767.4	ENSG00000224137.1	1.145	0	1.101	1.97E-34
SLC25A22	ENSG00000177542.10	19.25	8.44	1.101	2.16E-33
LITAF	ENSG00000189067.12	83.455	38.379	1.101	9.28E-31
NEURL3	ENSG00000163121.9	1.295	0.07	1.101	1.32E-25
7-Sep	ENSG00000122545.17	61.541	28.15	1.101	4.67E-19
MRPS17	ENSG00000239789.5	15.565	6.73	1.1	9.68E-53
RDM1	ENSG00000278023.4	1.38	0.11	1.1	1.87E-44
NOP56	ENSG00000101361.14	109.061	50.341	1.1	1.40E-35
LRP6	ENSG00000070018.8	9.72	4	1.1	4.03E-34
RP4-539M6.19	ENSG00000249590.7	2.515	0.64	1.1	1.24E-27
FAS	ENSG00000026103.19	9.12	3.72	1.1	2.00E-14
NDRG3	ENSG00000101079.20	22.22	9.84	1.099	3.75E-48
GSPT1	ENSG00000103342.12	63.944	29.321	1.099	5.17E-48
RTF1	ENSG00000137815.14	24.1	10.72	1.099	1.62E-47
ATP6V1A	ENSG00000114573.9	19.12	8.39	1.099	1.59E-40
XPO1	ENSG00000082898.16	54.824	25.069	1.099	1.66E-40
SH2B2	ENSG00000160999.10	4.205	1.43	1.099	6.35E-33
LMAN2	ENSG00000169223.14	127.15	58.809	1.099	2.75E-30
MARS2	ENSG00000247626.4	5.38	1.98	1.098	1.08E-59
TSEN15	ENSG00000198860.11	20.77	9.17	1.098	1.17E-47
CH507-513H4.1	ENSG00000278996.1	3.625	1.16	1.098	1.48E-46
CH507-528H12.1	ENSG00000280441.2	3.625	1.16	1.098	1.48E-46
RPL7L1	ENSG00000146223.14	39.685	18.01	1.098	2.66E-41
CHURC1	ENSG00000258289.7	43.831	19.95	1.098	3.32E-40
DYM	ENSG00000141627.13	24.37	10.85	1.098	7.74E-36
FAM98A	ENSG00000119812.18	25.844	11.54	1.098	4.11E-34
YBX1	ENSG00000065978.17	470.124	219.016	1.098	4.99E-27
MPHOSPH9	ENSG00000051825.14	8.625	3.5	1.097	2.10E-48
ACOT13	ENSG00000112304.10	17.225	7.52	1.097	2.49E-44
LXN	ENSG00000079257.7	15.15	6.55	1.097	8.36E-22
AP1AR	ENSG00000138660.11	11.655	4.92	1.096	5.48E-51
WSB2	ENSG00000176871.8	49.334	22.54	1.096	6.93E-38
ARHGAP27	ENSG00000159314.11	25.28	11.29	1.096	4.56E-21
IGKV1-16	ENSG00000240864.3	18.625	8.18	1.096	1.00E-05
LSM14A	ENSG00000257103.8	58.351	26.79	1.095	1.74E-32
PPP1R18	ENSG00000146112.11	32.145	14.52	1.095	6.63E-14
IGHV1-69	ENSG00000211973.2	3.23	0.98	1.095	1.17E-04
SLC6A6	ENSG00000131389.16	14.945	6.47	1.094	1.71E-35
COL18A1	ENSG00000182871.14	50.139	22.95	1.094	1.80E-15
ZNF124	ENSG00000196418.12	4.995	1.81	1.093	2.44E-64
CEP78	ENSG00000148019.12	7.445	2.96	1.093	1.16E-49
APOBR	ENSG00000184730.10	3.415	1.07	1.093	2.32E-36
EPHA1	ENSG00000146904.8	14.15	6.1	1.093	5.50E-22
PAK6	ENSG00000137843.11	2.67	0.72	1.093	1.40E-19
PRAF2	ENSG00000243279.3	24.559	10.98	1.093	2.18E-17
ACE2	ENSG00000130234.10	1.815	0.32	1.093	1.53E-06
ARHGAP23	ENSG00000275832.4	11.355	4.79	1.093	3.12E-06
MTX1	ENSG00000173171.14	48.391	22.17	1.092	8.11E-57
NCOA6	ENSG00000198646.13	21.555	9.58	1.092	3.36E-50
TERF2	ENSG00000132604.10	19.125	8.44	1.092	6.99E-47
DNA2	ENSG00000138346.14	3.775	1.24	1.092	1.65E-36
SELT	ENSG00000198843.12	78.926	36.501	1.092	5.44E-35
RIBC2	ENSG00000128408.8	1.6	0.22	1.092	1.46E-31
YAP1	ENSG00000137693.13	39.881	18.181	1.092	1.03E-17
PEA15	ENSG00000162734.12	87.256	40.399	1.092	2.11E-16
LGALS1	ENSG00000100097.11	371.134	173.512	1.092	5.83E-07
VCPIP1	ENSG00000175073.7	4.815	1.73	1.091	9.18E-69
UTP14C	ENSG00000253797.2	9.355	3.86	1.091	1.09E-51
VAPB	ENSG00000124164.15	33.98	15.42	1.091	1.32E-46
XIAP	ENSG00000101966.12	13.765	5.93	1.091	6.27E-46
PYCRL	ENSG00000104524.13	8.865	3.63	1.091	2.41E-42
PARP12	ENSG00000059378.12	30.09	13.6	1.091	3.65E-36
TGDS	ENSG00000088451.10	10.86	4.57	1.09	1.45E-62
SUMO1	ENSG00000116030.16	77.005	35.651	1.09	1.71E-50
RAB42	ENSG00000188060.6	2.15	0.48	1.09	2.16E-49
PRICKLE3	ENSG00000012211.12	11.77	5	1.09	3.41E-46
GOLPH3	ENSG00000113384.13	62.014	28.6	1.09	7.70E-37
RFX5	ENSG00000143390.17	24.61	11.03	1.09	3.39E-28
CCR6	ENSG00000112486.14	1.405	0.13	1.09	2.40E-27
FAM188B	ENSG00000106125.14	3.895	1.3	1.09	1.55E-15
STEAP2	ENSG00000157214.13	10.345	4.33	1.09	5.77E-14
SOD2	ENSG00000112096.16	155.271	72.408	1.09	2.66E-12
IGLL5	ENSG00000254709.6	45.298	20.75	1.09	4.85E-06
NPAT	ENSG00000149308.16	7.32	2.91	1.089	4.58E-48
RELB	ENSG00000104856.13	17.715	7.8	1.089	7.84E-44
EMC1	ENSG00000127463.13	23.604	10.57	1.089	2.16E-41
CD58	ENSG00000116815.15	18.79	8.3	1.089	3.13E-40
MARK2	ENSG00000072518.20	26.71	12.03	1.089	5.09E-40
PTPRK	ENSG00000152894.14	33.251	15.1	1.089	8.80E-38
RPS2P5	ENSG00000240342.3	307.373	143.987	1.089	3.65E-19
DYNLT3	ENSG00000165169.10	21.48	9.57	1.089	2.87E-17
CHN2	ENSG00000106069.20	6.675	2.61	1.088	1.68E-12
PRPS1	ENSG00000147224.10	18.584	8.22	1.087	3.38E-32
BLZF1	ENSG00000117475.13	13.05	5.62	1.086	5.73E-43
NUP107	ENSG00000111581.9	22.165	9.91	1.086	2.54E-41
DNAJA1	ENSG00000086061.15	73.564	34.13	1.086	6.78E-31
EIF2S1	ENSG00000134001.12	62.15	28.749	1.086	2.69E-24
TNFRSF1B	ENSG00000028137.16	20.925	9.33	1.086	3.67E-20
HMGN4	ENSG00000182952.4	33.045	15.04	1.086	3.23E-19
UEVLD	ENSG00000151116.16	11.305	4.8	1.085	2.52E-44
CASP8AP2	ENSG00000118412.12	5.66	2.14	1.085	3.09E-39
ITGA3	ENSG00000005884.17	57.591	26.611	1.085	1.01E-17
PALB2	ENSG00000083093.9	7.075	2.81	1.084	9.30E-62
SLC25A39	ENSG00000013306.15	132.899	62.171	1.084	5.99E-39
RNF114	ENSG00000124226.10	58.026	26.841	1.084	7.60E-36
TMEM119	ENSG00000183160.8	8.965	3.7	1.084	6.04E-20
ARMC10	ENSG00000170632.13	30.616	13.92	1.083	2.28E-47
GSK3A	ENSG00000105723.11	65.514	30.391	1.083	1.71E-45
XRCC5	ENSG00000079246.15	105.4	49.22	1.083	2.19E-43
PTP4A2	ENSG00000184007.17	131.11	61.362	1.083	1.67E-31
